1053_at,1554572_a_at,1554696_s_at,1556206_at,1558447_at,1558448_a_at,1562755_at,1569609_at,200795_at,202240_at,202613_at,202705_at,202779_s_at,202870_s_at,202954_at,203214_x_at,203358_s_at,203362_s_at,203418_at,203696_s_at,204092_s_at,204162_at,204508_s_at,204768_s_at,204825_at,204962_s_at,205225_at,205891_at,206209_s_at,207828_s_at,209408_at,209464_at,210052_s_at,211519_s_at,211565_at,214710_s_at,215304_at,215397_x_at,216092_s_at,216836_s_at,217383_at,218009_s_at,218039_at,218211_s_at,218355_at,218542_at,218755_at,219918_s_at,220054_at,220232_at,220581_at,221677_s_at,222608_s_at,223229_at,223861_at,224447_s_at,224753_at,225191_at,225687_at,227232_at,228241_at,228362_s_at,229150_at,235786_at,237086_at,238062_at,242555_at,243689_s_at,Class
7.59912,8.11649,6.43071,1.71661,2.46954,4.11597,2.51873,2.56679,11.601,5.42062,6.67905,9.67877,10.4663,9.08576,9.89404,8.06454,7.31106,10.5803,6.56408,8.05638,6.31193,9.12191,3.97599,6.33483,9.59834,8.63793,1.87079,2.14865,2.24978,10.0912,7.27269,6.97091,9.5661,5.84599,2.06871,9.88565,2.79687,3.64347,6.29059,10.3138,2.2724,8.70458,9.18952,7.86492,5.67627,7.86371,8.88556,9.98814,6.32683,6.83439,2.27556,8.23904,8.93473,7.81162,8.12471,9.17769,7.15927,5.31646,9.14044,6.4592,2.69655,2.52017,7.16373,7.95099,3.31381,2.26273,2.62641,2.60628,Basal
8.06179,7.29705,8.98978,1.6984,4.15791,3.71887,2.5114,2.53,10.537,5.03578,8.5981,9.45766,9.41016,9.40684,10.0713,9.19366,9.81668,10.1189,5.22737,8.33445,6.25929,9.24072,2.50457,8.27169,9.71066,8.84394,7.42843,1.86655,2.21124,10.2861,8.76964,6.85908,9.44963,7.61758,2.06413,9.3425,3.22705,3.77259,6.4198,7.49867,2.29465,9.87813,9.81046,2.26684,7.36525,8.8725,7.79352,9.48851,8.80115,7.60203,2.25147,7.95921,7.89535,9.27338,7.08816,8.14467,8.5711,7.27912,7.34775,7.86603,2.65969,4.0401,3.21796,8.06503,5.57325,2.22918,4.00869,2.63959,Basal
7.61327,8.8313,9.10667,1.72646,4.83308,5.21456,2.49671,2.60829,9.11121,3.65489,8.15685,8.00234,9.13561,9.69856,10.275,7.32761,11.0798,10.7327,6.53437,8.13495,8.27334,9.79276,6.4884,6.4448,9.60356,8.30358,8.01994,1.54278,2.25072,8.88321,7.9742,7.4461,9.24607,5.99015,2.07671,9.9187,5.63985,4.30365,8.4107,14.2331,4.898,10.5357,10.5094,10.2609,6.50235,6.2377,7.27245,9.26149,3.9658,6.892,2.28262,8.546,9.83616,9.42923,2.62261,11.8316,7.51137,6.67526,9.06292,4.18837,4.03332,2.20273,10.3975,9.29423,10.9234,2.26956,2.86995,2.61791,Her2
7.79566,8.59514,8.94622,1.70816,1.80141,3.787,2.45385,2.56825,10.8835,3.4173,6.89186,10.5312,8.43687,9.35387,10.0017,7.56211,8.13727,9.37437,4.9314,7.96624,8.94178,10.039,4.6516,7.23988,9.99512,9.30882,2.28621,3.77411,2.23173,9.53304,7.37223,6.58612,8.56079,5.48501,2.04558,7.93792,4.49306,3.61392,7.66983,14.6551,3.06045,11.0268,8.94187,8.59441,6.6642,7.67552,6.63637,9.08164,3.98922,7.43347,2.25316,8.3503,9.74159,8.5778,2.55634,13.8246,6.97259,6.39517,9.02277,6.39605,1.79759,2.3795,8.65166,8.41912,9.20026,2.19508,3.36919,2.64572,Her2
8.78981,9.64774,10.5207,1.70487,3.64202,3.62896,2.44523,2.56166,9.35362,6.70064,8.01026,9.50925,10.051,10.5025,11.3714,9.29306,8.59708,11.439,7.67413,9.09472,7.39548,10.3274,1.97761,7.71947,10.6096,9.62033,1.43266,1.7425,2.2213,9.57828,8.73964,9.03816,9.23653,7.96956,2.04621,10.3745,2.72373,3.34112,5.45913,8.88698,2.84617,10.3554,10.3749,5.0265,7.27377,7.87617,8.2118,10.1512,4.00534,6.52731,2.2529,9.28078,8.92912,10.2147,11.0491,9.49492,8.39145,2.9768,9.87236,5.70465,1.71249,2.4087,4.33564,6.54249,4.24716,2.18413,2.9254,2.64376,Basal
7.23565,7.24347,9.56733,1.68986,3.81506,4.27371,2.4286,2.48301,12.6155,2.68063,6.62039,8.15353,8.78401,9.08884,8.9517,7.33327,8.65156,9.75092,6.63715,7.35452,6.60133,9.30024,3.56227,6.71455,8.78999,7.76865,3.16135,3.35828,2.17609,8.5291,6.93189,6.10092,8.43583,4.74885,2.0144,9.14043,2.91298,3.42263,6.83218,8.98378,2.6706,9.67103,9.20144,5.3006,6.71142,6.42637,7.22612,8.563,3.94605,7.04364,2.22075,8.44348,8.53638,6.97082,5.66441,7.96537,5.69265,7.04957,7.84035,7.12653,2.89923,2.34771,4.77504,8.60922,1.83426,2.20703,4.49153,2.50435,Basal
9.35174,10.193,10.5302,1.70191,3.33067,3.48036,2.427,2.53924,11.4067,6.23201,7.9785,10.6202,10.8849,10.2215,11.0818,9.99807,9.62838,11.8564,9.98213,9.47186,8.28376,10.1505,2.84053,8.05623,10.0314,10.3445,6.27152,5.60153,2.19683,11.8231,8.65226,7.88971,9.81369,7.87884,2.03388,10.4125,2.75909,3.05254,4.91609,8.95325,3.41489,10.4361,9.985,1.51919,7.81347,9.79737,8.58514,11.2586,4.05279,6.30629,2.2499,9.21597,9.1116,11.3074,11.2612,9.76938,7.67865,5.41928,10.2374,6.51313,1.63872,2.92194,2.26413,7.58017,1.66833,2.22362,3.23186,2.53845,Basal
7.78091,7.03436,6.58068,1.70797,2.82357,3.69996,2.44609,2.53922,10.5837,2.57138,7.67831,9.02198,8.23488,8.71507,9.34535,8.8659,8.4096,9.16386,3.95643,8.03916,6.42489,7.71323,3.94936,6.27613,8.77723,7.5448,6.05943,1.51979,2.22607,8.0622,6.83513,5.78914,7.09304,4.9327,2.04113,8.83851,3.58109,3.43244,7.27931,14.2794,3.3112,9.09504,9.78821,10.3114,6.24269,7.20774,7.47437,8.47378,3.93101,6.81905,2.25604,8.88745,9.06353,7.48705,2.5721,13.6999,6.86783,7.01145,8.0465,6.45312,9.91752,2.16543,10.4472,8.39455,10.5319,2.23363,2.70851,2.50606,Her2
7.88528,7.3616,5.64068,1.70724,3.28066,3.67219,2.46051,2.53163,11.9824,2.10261,6.54587,8.17436,8.27227,7.12604,8.80531,7.16907,9.05993,7.8099,2.78005,8.11243,6.14442,7.48854,1.60152,6.84549,7.93069,6.75375,1.58214,1.68148,2.20648,9.26278,5.95961,4.8644,7.66986,3.561,2.04348,9.16931,6.85303,4.4717,7.32966,14.8126,2.66765,8.09396,9.15608,10.3058,6.3868,6.60421,6.94022,8.70906,3.97211,7.302,2.24399,8.438,8.55596,8.15882,2.64737,13.9596,6.51207,8.25794,7.57183,5.30517,1.71565,2.37133,10.3456,8.99632,10.4512,2.28243,3.05722,2.48818,Her2
7.39454,7.12463,5.58185,1.70197,4.93078,5.25746,2.46079,2.56534,12.0192,2.96904,7.00716,8.84627,8.70864,8.12881,9.44395,7.27267,8.24852,10.0244,7.42252,7.46818,6.84991,6.56665,2.02722,6.64577,10.044,7.95288,3.36655,6.06918,2.19702,9.49408,7.07628,6.28028,8.64924,4.63715,2.05588,8.35967,5.70356,3.62746,7.66843,15.1567,3.66629,9.21486,9.55647,8.99427,6.09393,5.69782,5.74445,9.22274,3.91131,6.81162,2.24528,7.33488,8.58587,8.00123,2.55459,13.9243,7.03042,7.31827,8.5174,6.86341,2.3492,2.11093,8.22582,9.38986,8.896,2.22139,4.24123,2.564,Her2
8.37482,7.88847,8.5229,1.70387,3.14933,3.46146,2.3996,2.52609,10.7985,5.9672,8.60776,9.25413,9.43501,10.8176,10.1196,8.23478,8.69241,9.92533,6.9408,8.67293,7.5223,9.50217,5.79893,7.98109,9.93829,7.58255,7.39411,4.78505,2.21306,9.92913,8.86833,6.69105,9.63557,7.71049,2.03504,10.1224,3.02675,3.25859,7.03087,9.62836,4.04381,9.10258,10.1342,3.96097,7.26789,7.51509,9.40444,10.0141,3.92721,6.57574,2.24565,8.99405,9.88694,9.21527,8.40354,8.8701,7.87804,5.6288,8.21533,6.55251,2.91378,5.77822,3.46561,7.89218,1.41624,2.22268,2.69713,2.49248,Basal
9.00709,7.58887,9.10166,1.70206,2.96311,3.03489,2.50374,2.56042,10.0056,5.50198,8.32018,10.7446,10.3294,8.90511,10.9897,9.90616,9.43127,9.85168,6.76125,9.18347,8.5815,9.02122,2.31343,7.391,10.7909,9.43813,1.85765,1.88789,2.18892,9.77819,8.5739,6.71482,9.55675,7.24042,2.0493,10.2595,2.831,3.63313,8.22869,9.68471,3.41612,10.6788,11.4724,5.14952,7.90263,8.05738,7.91514,10.3653,3.14046,7.08693,2.24949,10.3902,10.3148,9.55992,7.41839,9.03801,6.91946,7.00289,9.79599,6.8309,2.65429,2.50656,4.20261,8.08971,2.54479,2.23052,4.29459,2.63545,Basal
7.68875,7.9839,6.60016,1.70732,3.16519,3.51507,2.44641,2.58,9.37998,4.27119,6.91025,9.51266,9.6034,9.68211,11.3226,9.72906,7.33568,11.1033,6.71222,7.9578,8.77474,8.31353,6.76056,7.40394,9.44588,9.56731,1.84196,2.02654,2.21788,9.30025,8.14829,6.80427,9.41623,6.95819,2.04854,10.3382,3.6536,3.49501,9.86622,14.0234,2.68384,9.40048,10.6488,8.91476,6.23001,7.64388,7.75306,9.27635,3.99503,6.52436,2.25917,8.76494,11.0651,9.54961,2.72834,13.2495,7.84198,6.03138,10.7077,8.50841,5.99755,2.42257,8.72652,8.83115,10.707,2.24246,2.92198,2.54705,Her2
7.48572,7.0515,8.07759,1.70801,4.2482,4.74376,4.04406,2.58707,11.4689,2.58713,6.78316,8.38839,7.97621,8.21258,9.4147,6.30408,7.6262,8.36781,3.37517,7.76684,6.70203,8.42904,2.06109,6.61837,9.93549,7.32797,3.34248,3.71299,2.22828,9.05469,6.79558,5.33516,7.72621,3.812,2.05979,9.29432,5.52125,3.5086,8.23963,15.0479,2.41622,7.55656,8.64861,9.44855,6.3748,6.38338,7.27818,7.77528,3.9389,7.29968,2.25961,8.15412,9.42377,7.73685,2.58845,13.5889,7.11187,8.23052,7.55486,7.21338,1.66284,2.17852,9.22695,8.34698,8.31763,2.2354,3.68518,3.91104,Her2
8.39529,8.37399,9.21228,1.71247,2.28306,2.97367,2.51716,2.58652,11.4229,3.48939,7.3005,9.03795,10.1144,8.78751,9.88509,7.82793,9.0994,10.029,7.22713,8.78167,7.36961,8.73773,2.33175,6.56687,9.24204,7.52717,2.03886,5.01553,2.24728,9.70221,6.92684,6.76676,8.78705,4.74678,2.06893,8.93266,3.13287,3.71914,5.98394,12.9914,2.20066,8.54377,9.4731,2.24801,7.29172,7.36452,7.90535,8.67422,3.1825,6.72273,2.27791,8.70106,9.53592,9.29954,10.2041,12.9405,6.68288,4.62948,8.1762,4.69835,2.76574,2.52789,4.80521,8.14481,2.60473,2.25532,2.67601,2.66633,Basal
7.56226,7.9087,7.99238,1.7097,4.35388,5.6414,2.50658,2.5763,11.0511,2.83036,6.16192,8.85055,8.57405,8.45845,9.70759,9.19642,8.9267,9.88525,5.52471,7.79678,6.70943,8.57769,6.03398,8.04187,8.46937,7.48377,7.20591,1.87769,2.23056,8.839,5.9813,6.2021,8.44981,3.65126,2.05805,10.2958,7.04279,4.27273,9.06291,13.8762,2.19166,8.9645,10.0311,10.8694,4.73916,7.69253,8.5537,8.98967,3.179,6.71677,2.26507,7.83073,9.7202,9.13076,2.44508,12.1758,7.84292,7.6542,8.87413,7.44054,4.03878,2.52093,10.4954,9.14801,10.8475,2.24087,2.48433,2.60663,Her2
8.89892,8.94974,8.55189,1.72179,1.59233,2.40802,2.48419,2.60223,10.4613,5.16688,8.21224,9.73249,10.2098,10.5457,10.9033,10.3275,10.2513,11.569,8.16472,9.22061,8.55743,10.2201,4.73707,7.59607,11.4789,9.05853,1.55518,1.91183,2.24394,10.3907,8.29433,7.07552,9.29243,6.93582,2.06573,10.9947,5.46195,3.51688,8.21449,10.8338,5.04024,9.46791,10.685,8.6605,8.624,7.93691,9.25826,10.1083,3.88345,6.8366,2.27299,9.73769,10.0616,9.89158,2.61178,9.29893,8.04869,6.21081,9.22818,6.05036,3.63022,4.10507,9.12118,7.73002,9.37967,2.25984,2.94159,2.59956,Basal
9.25822,8.32043,10.3984,1.70599,1.57729,2.99117,2.45971,2.58047,9.64394,5.37643,8.50936,10.7744,11.135,10.4958,11.412,9.09147,9.60737,11.4587,8.42103,9.59493,9.26266,10.0545,1.90138,7.91397,11.5292,9.72381,4.66785,3.14577,2.22316,10.8743,8.88474,8.07545,9.79658,7.70324,2.05635,11.2996,2.67521,3.52513,5.81303,9.45911,2.39135,10.3822,11.2054,2.38035,8.87333,9.37953,8.92097,11.1514,7.2027,7.27263,2.25603,9.66766,9.23186,9.99013,8.25573,8.0821,8.40808,5.78715,9.46305,6.22581,1.64539,4.24152,3.03618,7.45196,1.60699,2.23261,2.72041,2.57746,Basal
8.14164,7.00629,9.73021,1.71252,3.55892,3.81054,2.52032,2.58752,10.3424,5.1284,6.65865,9.10888,9.13275,9.62962,10.5818,9.90873,8.56467,9.72612,7.3745,8.52604,8.28345,9.85981,8.48253,7.51606,10.0485,8.56585,2.56298,5.00625,2.24739,10.5087,7.77153,7.83499,9.12256,5.89875,2.07081,10.7711,6.19475,3.82149,9.44092,13.4265,4.86977,10.3887,10.9388,12.3824,8.46269,6.96584,9.05253,10.0938,3.16335,7.25988,2.2743,10.1078,9.48693,10.0518,2.46883,12.2526,6.90169,7.92115,8.89302,6.19442,6.70654,2.5269,12.1871,10.1271,10.4737,2.2456,2.52666,2.65209,Her2
8.61716,9.07157,9.42957,1.70206,5.21179,4.76946,2.45523,2.574,10.6452,4.27757,6.8299,9.88037,9.26324,10.3915,10.9435,10.0029,9.73704,10.552,6.37862,8.76882,8.05598,9.90092,3.46229,5.33596,9.4864,7.75462,2.80842,1.52516,2.21655,10.3817,7.97315,5.49147,10.3053,6.49426,2.03977,10.881,6.20201,4.25851,6.08473,14.9323,3.27879,10.235,10.6906,10.0569,8.1059,8.3273,8.84268,10.0451,3.92238,6.81435,2.24809,10.7602,9.72961,9.28445,2.56599,12.8276,7.34594,7.99361,9.42594,6.44246,1.69619,2.16847,10.1641,8.75078,9.36841,2.17403,2.69204,2.54493,Her2
8.19241,7.17406,7.946,1.70554,3.13569,3.84027,2.44748,2.5612,13.2281,4.33524,6.93247,8.71944,8.55047,8.61401,10.3924,8.60127,7.65996,9.14481,5.04724,8.45767,7.73387,9.85632,4.53242,6.552,10.0141,8.11361,6.82334,1.67517,2.2033,9.57537,7.3867,6.12719,8.82745,5.75839,2.03826,10.1098,5.02022,3.51787,7.98832,14.6602,2.65827,8.30863,9.0533,8.29422,6.3058,6.95911,7.99819,9.37636,3.99106,6.90923,2.243,8.81197,9.50204,9.06245,2.80015,13.6968,6.62379,7.39156,8.38427,7.34722,5.21135,2.3677,8.43413,8.29349,6.93064,2.50271,2.91232,2.54902,Her2
9.1692,7.1197,7.88759,1.71405,3.47209,3.88199,2.46809,2.59021,10.583,4.38695,8.09783,9.6951,9.15758,9.95451,9.69888,8.63398,8.84842,10.0255,6.8017,9.1276,7.12917,9.34792,2.30316,6.18839,10.6518,8.77112,2.35973,1.53621,2.23388,10.1166,7.81757,7.26511,9.51324,6.3368,2.05655,10.5276,2.69966,3.51194,7.10483,9.69406,3.44331,9.27977,10.8524,2.45366,7.85583,7.91701,8.89695,9.86045,3.94631,6.82446,2.27299,8.26524,10.3585,8.65509,6.71726,8.53338,6.82832,6.63063,8.80258,6.96454,1.72926,3.67044,3.34286,8.00393,2.47445,2.24152,4.11841,2.57876,Basal
7.79396,8.66243,8.63623,1.70968,1.61544,2.57767,2.46194,2.57727,11.4765,3.95465,8.05568,9.45106,10.3438,9.82322,11.4992,8.14572,8.83258,10.7489,7.13712,8.1151,6.76569,9.58111,1.91126,7.89812,9.91677,9.95549,7.09478,1.53513,2.22754,10.0124,7.70599,7.48321,9.81837,6.33336,2.04617,10.3524,2.80955,3.51095,6.41592,8.17337,2.39759,10.2346,9.97709,2.37875,7.41246,8.51163,8.21299,10.2339,6.5629,7.36716,2.25416,7.4263,7.99469,9.18123,10.041,8.66861,8.40808,6.70391,10.073,7.63248,1.63161,4.43046,2.34015,7.96903,1.44176,2.23722,2.71251,2.57213,Basal
7.37765,7.08524,6.02156,1.71834,5.73576,5.97689,2.47635,2.6022,11.6277,1.93349,6.38518,7.74576,7.76911,7.37848,8.92804,6.65856,8.62336,7.97101,2.51823,7.63971,6.05268,6.38455,1.9128,4.46091,7.11127,6.18351,2.01121,1.53728,2.2407,7.07285,5.53385,4.1023,7.60431,3.42867,2.0631,8.86657,6.19048,4.00907,9.03576,15.3054,2.39925,8.07016,9.1151,10.4213,4.23564,6.31456,6.94741,8.00484,3.9533,6.83936,2.2732,8.47631,8.27124,8.19413,2.60596,13.6005,5.74169,8.23856,6.05873,5.90059,1.82758,2.19111,10.6756,7.84955,9.26903,2.25733,4.4835,2.60229,Her2
9.03221,7.69153,8.07088,1.71318,1.98732,3.16877,2.50951,2.60979,9.93918,5.51927,8.29655,9.56961,10.0373,9.84672,11.04,8.54586,9.43698,9.38596,6.3732,9.04398,8.29244,8.66811,1.76376,7.01613,11.649,8.41705,6.79281,6.91571,2.23136,10.4915,7.55517,8.14211,9.36908,5.74408,2.05997,9.35814,2.93061,3.54879,5.80583,9.78207,2.82587,9.32903,10.4363,4.09266,8.25977,8.4224,8.96292,9.74065,3.99778,7.35221,2.2574,9.54004,10.7555,9.15554,11.2728,9.97274,7.21285,5.62764,9.07925,4.81596,1.85322,2.46967,2.87284,8.29955,1.73359,2.20911,2.94895,2.73117,Basal
8.50789,8.59452,8.73106,1.70706,3.24271,3.81783,2.47216,2.58293,8.86514,6.88877,8.90175,9.87228,10.1558,10.5695,11.6026,9.40996,9.50643,10.7097,7.79761,8.84585,8.61374,9.13178,1.9626,8.04239,11.2812,9.05125,2.15724,2.48089,2.22619,12.2088,8.3335,7.71665,10.3465,7.31415,2.04294,10.6804,3.59633,3.63687,6.73282,9.6758,2.39024,10.0331,10.645,0.443075,8.52976,8.88845,9.02826,11.0231,4.85635,6.79788,2.25017,9.28597,9.47067,11.0584,10.5388,9.46707,8.50106,5.71063,9.50107,6.03115,1.90058,2.28961,2.14559,7.53624,1.47698,2.23785,2.73099,2.58444,Basal
8.29344,7.01997,8.41142,1.6988,3.62076,4.5545,2.43045,2.55976,13.0314,5.18537,7.14286,8.64108,8.26775,9.41412,9.80716,7.62446,8.1841,9.11544,5.07195,8.63532,6.71459,10.4525,3.31778,6.68328,10.5694,7.97235,3.33521,1.50063,2.20567,10.1419,7.60483,6.38502,8.64239,5.0382,2.02993,10.1631,2.79176,3.56087,8.50761,15.3974,2.37882,8.26444,9.30306,5.13851,7.31523,7.17763,8.38333,9.5541,3.88739,6.8067,2.2404,9.46359,9.35003,8.9544,2.54687,14.1012,6.8731,7.32412,8.08966,7.48251,1.67013,2.1503,4.51929,8.35115,1.4257,2.21558,2.69483,2.54222,Her2
8.46184,9.85839,8.24857,1.71043,2.3573,3.06427,2.5186,2.57285,10.2893,7.01327,9.23751,10.2842,9.49585,10.3833,11.3466,8.76091,8.99362,10.8019,7.12892,8.69101,8.74346,9.95474,2.54076,6.13282,11.6036,9.60896,1.8757,2.07698,2.24305,10.6082,8.81612,8.26369,10.3352,7.56378,2.06573,10.6041,2.79017,3.64093,5.86771,13.7896,3.0491,10.539,10.19,5.09984,8.31023,8.38964,9.04699,10.0765,3.18312,6.74298,2.2691,8.84689,10.9338,9.9801,2.59039,13.4511,7.33337,5.55225,10.0976,6.29391,2.76422,2.51777,3.37073,7.83362,2.6103,2.24774,2.52574,2.63598,Her2
8.13731,9.84032,8.15854,1.70128,3.87704,4.38496,2.42288,2.54912,9.99025,4.28534,8.37569,8.74804,9.32483,9.9852,9.76428,6.54467,9.86389,10.2052,6.73774,8.47986,6.78464,9.08625,1.89581,7.46938,9.96501,8.10214,1.98317,2.59086,2.20389,9.93477,7.98571,7.44868,8.98123,6.10721,2.03842,8.87655,2.34469,3.50153,5.1178,9.94968,2.38892,9.0776,9.30812,4.67249,7.46165,7.12696,6.8343,10.3819,3.92449,6.51543,2.24719,8.1371,8.70253,9.37815,9.86159,9.99649,7.89304,7.31237,9.14409,7.111,1.63006,2.12729,4.48464,8.80218,6.18377,2.23047,2.7269,2.55516,Basal
7.92881,9.09546,8.75838,1.71236,3.67086,3.81182,2.46431,2.60157,9.31707,5.47001,8.14953,10.5613,9.46021,10.2718,9.98633,8.48565,8.40832,10.5685,6.42383,8.01756,7.86228,9.87195,3.71194,8.01918,10.9044,8.53402,2.84582,8.52419,2.23658,9.9298,9.07541,7.93442,9.42575,8.04082,2.05507,10.2193,3.65192,3.58567,5.40861,8.81078,2.77416,9.14979,9.75409,4.39857,7.73184,8.10311,7.95505,9.39785,4.24312,7.09932,2.27198,9.24016,10.5639,8.74653,2.59967,8.56247,8.14095,5.32165,8.79794,6.44079,1.75238,2.44681,3.07126,8.7257,1.76045,2.20595,2.98527,2.67594,Basal
7.88506,8.64433,8.94775,1.72306,1.862,3.68646,2.48436,2.60303,11.5497,4.26635,8.19417,9.08018,9.88137,10.3744,9.74345,8.92363,9.44138,9.66201,4.43381,8.13119,7.87386,9.27477,2.21133,7.01133,10.5781,7.31751,3.03031,2.73472,2.24457,10.2063,8.21025,7.49217,7.73743,5.59443,2.06561,8.77588,5.18193,3.5736,6.83912,11.8209,2.38759,8.64313,9.23981,5.31344,6.19133,7.11412,8.57911,10.0621,3.94891,6.83774,2.28893,8.16059,9.57983,8.80438,7.8908,10.332,7.59326,7.0171,7.34669,7.49175,1.68962,2.19461,5.86498,8.4532,3.8523,2.26414,2.92724,2.6127,Basal
