1053_at,1554572_a_at,1554696_s_at,1556206_at,1558447_at,1558448_a_at,1562755_at,1569609_at,200795_at,202240_at,202613_at,202705_at,202779_s_at,202870_s_at,202954_at,203214_x_at,203358_s_at,203362_s_at,203418_at,203696_s_at,204092_s_at,204162_at,204508_s_at,204768_s_at,204825_at,204962_s_at,205225_at,205891_at,206209_s_at,207828_s_at,209408_at,209464_at,210052_s_at,211519_s_at,211565_at,214710_s_at,215304_at,215397_x_at,216092_s_at,216836_s_at,217383_at,218009_s_at,218039_at,218211_s_at,218355_at,218542_at,218755_at,219918_s_at,220054_at,220232_at,220581_at,221677_s_at,222608_s_at,223229_at,223861_at,224447_s_at,224753_at,225191_at,225687_at,227232_at,228241_at,228362_s_at,229150_at,235786_at,237086_at,238062_at,242555_at,243689_s_at,Class
8.13146,7.35485,7.30373,1.70168,6.46155,6.49459,2.46616,2.54417,12.0797,5.55421,6.91413,10.5711,10.667,9.80917,11.4247,9.18571,9.59735,10.7884,7.01718,8.23689,7.8994,8.65267,10.1037,7.5169,9.52534,9.04698,11.958,1.83165,2.21222,11.1369,8.51792,7.4411,9.6327,7.16124,2.04003,11.2976,8.74347,6.36466,6.76709,13.8895,2.93095,11.1088,11.5109,10.8112,8.50507,8.68308,8.93991,10.2119,4.13791,6.75769,5.22511,8.41735,8.93441,9.92534,3.01548,12.6289,8.41061,9.08816,9.21375,8.78927,13.1895,2.64571,10.3949,10.1847,9.92683,2.0479,3.1379,2.58869,Luminal B
6.99632,4.2971,5.47824,1.71364,6.9795,6.67786,2.47995,2.57027,13.6469,1.98058,5.08016,4.22161,6.5704,3.09808,6.19666,4.24875,5.92003,6.4177,2.44153,7.25162,3.24843,4.65262,8.06084,4.78973,6.17286,2.84771,10.5706,1.7649,2.27591,6.10455,1.93139,2.59478,3.39136,2.74422,2.05456,6.99968,8.57866,6.89844,10.0383,10.1565,2.96491,4.16451,6.40777,9.92685,1.976,3.56007,4.42567,3.41153,4.0592,7.58535,2.42789,6.57641,4.48994,4.98472,3.06839,8.50859,4.70063,9.20467,3.34686,11.1819,9.4753,2.65978,10.2245,10.3445,10.3019,2.05716,3.16547,2.60553,Luminal A
6.67889,5.45129,3.81185,1.70283,7.54801,7.64214,2.45037,2.50774,13.4632,1.96838,5.76989,4.82539,6.73527,4.54539,4.90035,3.41355,6.46408,5.46926,1.71683,7.25723,3.06312,4.94063,8.50723,4.32845,5.4294,3.27546,10.5052,1.74496,2.89603,4.90213,3.66726,2.53754,3.22427,3.17605,2.03565,6.94983,7.9604,7.15004,10.9058,9.64627,2.9411,4.12784,6.27832,10.1317,1.95803,2.78652,4.38319,3.34875,4.05336,7.21047,4.61888,6.474,4.5281,4.05572,3.02719,7.93083,3.24832,9.44355,3.33187,11.2593,10.3569,2.62487,10.197,9.4774,9.93227,3.64337,3.12295,2.52856,Luminal A
7.33159,5.86878,5.49357,1.71647,7.03084,6.98861,2.51031,2.53363,11.5138,2.02819,4.37151,7.21118,7.17314,5.83959,8.21019,7.11418,7.92336,8.46614,3.76385,7.74936,5.93457,7.08911,9.46729,5.13348,7.84366,5.78625,13.4062,1.75751,2.20717,7.58078,3.38659,4.53461,6.65584,2.28602,2.05178,8.41882,9.12013,8.11666,10.6953,14.9338,2.96357,7.62589,8.46837,11.8261,4.50883,4.57816,6.35278,6.79363,4.06696,7.36534,5.28223,8.34863,8.57772,7.83609,3.0635,12.3644,4.7465,9.58307,5.14396,7.45458,12.0184,2.66334,11.3527,10.6886,9.1619,2.05526,3.16411,2.57738,Luminal B
7.62965,5.7779,5.3477,1.70568,4.39276,5.91609,2.47219,2.52945,11.9194,1.97311,5.79902,8.3644,7.78283,6.5759,9.03503,6.05101,7.84774,9.01582,3.44261,8.07747,7.07503,6.73579,8.08776,5.46357,8.47118,6.51732,7.71591,1.7577,2.19971,8.67221,5.90189,5.5006,7.90415,3.6871,2.03901,8.45292,7.64485,5.37206,9.23552,14.3374,2.94507,9.48314,9.57674,10.2952,3.87821,5.98933,7.21759,7.58432,4.05626,7.14948,2.22774,7.88754,7.97271,7.61699,3.03475,12.8224,6.1013,8.26231,6.76509,8.43808,10.2112,2.64578,9.81463,8.94412,8.50501,2.04153,3.14353,2.55732,Luminal B
7.00497,6.08103,7.29214,1.71878,4.55912,5.04522,2.49085,2.58545,9.98129,1.986,6.54936,7.48788,7.4349,5.72758,8.18901,8.47748,6.04536,9.03847,2.82204,7.74508,6.52235,7.35022,6.23896,6.93405,7.20895,5.16512,11.3288,1.77203,2.2934,8.12242,5.23235,4.78627,7.17223,3.75036,2.06238,6.9743,5.90107,4.28907,7.66085,14.8606,2.99911,7.90722,8.38707,10.0214,4.41215,4.86737,5.92502,7.85535,4.06344,7.54126,4.96263,8.60771,9.65619,7.4799,3.08246,14.2223,5.234,7.67661,7.94826,5.08009,11.7873,2.67265,9.57558,9.28589,9.29986,2.05519,3.19366,2.61984,Luminal B
6.99333,5.15747,5.81361,1.71892,8.7003,8.64253,2.5203,2.53281,13.5856,1.90031,4.3337,4.83488,7.94674,3.32706,5.61942,4.34323,5.66984,7.77103,2.51821,7.4054,2.44549,5.33048,8.83758,4.7838,6.5711,3.87967,13.6125,1.90555,2.21401,4.17776,3.04255,2.49891,3.19031,2.78258,2.05303,6.75433,10.7377,10.1677,10.2177,11.0763,2.96526,6.29536,7.12922,10.2013,1.95072,3.66841,4.26158,3.0475,4.07477,7.33995,7.42471,5.97694,4.63836,6.37222,3.21307,9.45813,3.55332,9.40332,3.5117,11.6629,10.9479,2.66908,10.9965,10.0977,11.0025,2.15744,3.15295,2.41384,Luminal A
8.35771,6.93894,8.2606,1.71587,5.13246,5.43213,2.48123,2.54868,10.8002,4.779,5.80316,9.92401,9.66789,7.63078,11.5958,9.52701,8.75563,10.5132,6.82719,8.7946,9.04179,9.30503,9.37087,7.4658,9.75498,8.3495,10.944,1.91316,2.20976,10.1439,6.50515,7.04465,8.73459,4.08152,2.04871,10.7655,9.44749,9.30837,8.83337,14.8548,2.95579,10.7221,10.978,10.9841,7.82266,7.90718,8.63993,11.0024,4.05068,7.30439,3.67998,8.51472,9.90833,8.4636,3.20752,13.8028,7.20186,8.12202,7.45721,8.42738,12.8482,2.67794,11.3154,12.3457,10.2346,2.14518,3.14738,2.35548,Luminal B
7.08194,6.28043,4.97553,1.71593,7.16289,7.15041,2.6165,2.6603,12.4349,1.89981,5.05435,6.96405,7.7261,6.0862,8.41184,6.30244,7.15186,7.00989,2.52565,7.55057,5.12848,6.55743,9.11995,4.72744,8.18493,4.71852,12.502,1.90913,2.59522,8.67726,3.75877,3.91282,6.94181,3.5306,3.0398,8.46627,9.56688,7.24961,10.7669,14.3051,2.97196,8.61342,8.44935,10.8194,3.05443,4.37542,6.65292,8.09922,4.06511,8.97414,4.80622,7.5746,8.09743,7.06809,3.22995,12.4398,4.53993,8.87905,4.99316,10.3103,12.4346,2.69664,10.9079,8.5403,9.46492,2.60622,3.16286,2.59365,Luminal B
6.84023,5.81465,5.10277,1.68546,8.01564,7.34546,2.38969,2.50013,12.2252,2.15441,5.67449,4.89418,7.15095,3.89153,5.63032,5.59479,4.01834,4.78099,2.18286,7.17318,4.32508,5.60648,9.64998,5.36958,6.20242,3.12153,11.8179,1.8705,2.12899,7.0209,3.72031,2.96736,3.68684,1.98635,2.00991,6.68963,9.4726,7.19461,8.74108,10.9379,2.92913,5.50168,6.54914,10.8902,2.63084,3.56007,3.86951,4.67063,3.99506,7.26639,5.44755,7.08989,4.45736,6.02501,2.66927,9.86983,3.20531,9.8359,4.5767,10.5971,12.8515,2.61484,10.7423,11.2986,10.7352,2.20638,3.0646,2.48191,Luminal A
7.25026,6.61686,5.35601,1.68639,7.76883,7.38156,2.39105,2.51625,12.6107,2.15655,6.742,6.26782,7.32123,4.97638,6.61519,6.59138,5.93731,7.15035,2.28371,7.65605,4.32851,5.49101,8.00418,5.54959,5.47495,3.64778,11.8616,1.89233,2.15444,7.18406,3.19433,3.71709,5.07169,2.40201,2.01006,7.25565,9.12173,7.67305,10.2612,11.3832,2.92233,6.4424,7.04788,11.854,2.82338,3.27241,4.48767,6.00241,4.03502,7.08175,6.5424,6.87987,4.59672,7.2365,2.67268,9.80344,4.40299,9.86364,3.54279,11.3599,11.5021,2.57724,11.7798,11.5121,9.62736,2.20918,3.06903,2.50561,Luminal A
7.39641,7.06557,5.50665,1.70071,6.19091,6.36525,2.45499,2.53824,9.81392,3.30057,6.54934,7.74831,8.39835,8.07006,9.62659,7.78187,6.99482,8.11304,4.3493,7.65177,7.10347,7.62621,9.10264,6.37318,7.64309,5.90272,11.8473,1.87345,2.1979,7.42761,6.68268,4.60821,8.82598,4.73466,2.03635,9.8924,8.19428,6.86976,10.176,11.0002,2.97483,8.35625,8.34849,10.188,5.0245,6.65749,7.15073,8.11662,4.03765,6.81349,4.82373,8.32409,7.81694,9.00032,2.72725,9.78261,6.11108,7.39817,8.06576,8.29723,12.2994,2.65337,9.27787,9.24348,9.83574,2.22281,3.12421,2.55443,Luminal B
7.36747,7.00641,5.70577,1.69849,4.14762,4.33377,2.45672,2.52936,13.0482,2.42126,6.65624,8.90479,8.29474,6.87767,8.86094,8.29579,7.42695,8.74766,3.99007,8.10863,5.80936,7.22648,10.3095,6.3174,8.69434,6.65859,11.0407,1.85952,2.1823,9.28986,6.13482,5.69772,8.02008,3.64911,2.02727,8.02009,9.05483,7.22325,7.91688,13.865,2.96017,9.21943,9.44572,11.0154,4.2927,6.73452,6.70545,9.04332,4.05954,7.5227,2.24822,7.79824,8.09708,8.68827,2.7125,12.2178,6.60022,8.36157,7.27639,8.78129,11.5114,2.66039,11.4168,9.70968,9.50439,2.22896,3.12533,2.56772,Luminal B
6.91589,5.27968,3.20035,1.73602,8.12002,8.66772,2.48358,2.57447,13.7553,2.26486,6.22603,5.1678,6.58975,3.21577,5.23025,3.82253,6.40956,5.61225,2.21945,7.13626,4.14286,5.02611,9.24863,4.80344,5.19346,2.84786,10.549,1.8134,2.2607,5.95771,2.46944,2.9668,3.42229,3.3174,2.0851,5.86056,8.91183,7.02295,9.38798,11.1351,3.0035,3.49994,7.07401,10.4111,2.84518,2.8192,4.47905,3.50667,4.23546,7.27865,2.38948,6.50833,4.40572,4.78816,2.8422,9.09863,3.0779,9.67908,3.07652,11.5659,10.5565,2.77203,9.92646,9.87932,7.95845,2.62254,3.21721,2.62533,Luminal A
5.68589,5.45859,2.88617,1.71651,7.82939,7.94057,2.47345,2.5062,12.4481,2.23495,4.33277,3.46121,5.31779,2.15746,3.47606,2.53623,3.66317,4.93073,1.48123,6.65282,2.74883,3.66235,8.21096,2.91675,3.97619,2.67682,12.1754,1.79088,2.1807,4.34667,1.88446,2.59917,2.73504,1.99575,2.40501,4.41859,9.0627,6.7861,9.4063,10.999,2.97551,3.43684,3.59649,11.5059,1.97446,2.75302,2.86322,3.34384,4.00669,8.98733,3.14692,6.07002,3.4227,3.86291,2.74444,9.50031,2.97768,10.0565,2.33951,11.8338,10.704,2.63053,11.9951,12.0813,10.0718,2.34558,3.122,2.66785,Luminal A
6.0882,8.07189,4.24204,1.70155,4.83882,5.62576,2.44341,2.51862,12.1525,2.23796,5.13711,6.99087,7.66947,5.71775,7.19376,5.29048,5.44707,6.18795,2.60567,6.78194,5.03548,5.90318,9.18011,4.48701,7.61726,4.258,11.7402,1.78093,2.1801,7.17799,3.94378,3.81011,5.01123,3.30209,2.03069,7.4995,7.33985,4.16597,8.86933,10.8529,2.96251,7.07659,7.96564,11.0249,2.83836,4.98251,5.13058,6.34302,4.02313,6.72852,5.42861,6.45819,4.76795,5.36744,2.73601,9.31463,4.47817,8.66749,3.58575,11.256,11.5472,2.63429,10.6687,10.4977,8.9529,2.23443,3.08642,2.54151,Luminal A
7.35386,5.95712,5.7149,1.70458,7.32741,7.33434,2.47267,2.51213,13.7754,1.99444,6.79938,6.71223,6.72195,5.77334,6.73029,5.91799,7.03966,7.75942,2.32264,7.60513,5.07825,6.42567,10.0327,4.92316,7.09409,4.53339,10.0786,1.92548,2.18422,6.8943,3.76035,3.05875,4.92524,2.67492,2.04043,7.56086,8.61003,4.84743,9.48507,11.0243,2.96179,7.18761,7.82585,10.2936,3.11456,4.89309,4.97599,5.88008,4.03331,7.35344,3.01023,7.39509,6.18509,5.49374,2.90214,8.98228,5.50845,10.5012,3.26256,9.08019,11.2857,2.6671,8.94665,9.53947,5.54223,2.33714,3.07267,2.33356,Luminal A
7.20402,4.33148,5.08723,1.71258,8.41847,8.16408,2.64374,2.59685,12.7894,2.16039,5.72707,6.48452,6.7058,6.49207,6.74613,5.76164,6.49713,8.03771,1.58682,7.37773,4.44787,5.66587,8.68246,4.03025,7.62329,3.20973,11.6798,1.93108,2.18918,7.47024,3.72941,2.84784,3.82053,2.59318,2.07566,7.09674,8.02824,4.94793,9.80426,11.3296,2.96691,6.66292,8.28017,10.8772,3.11035,3.13193,4.45601,5.41333,4.03859,8.78999,6.78689,7.12715,5.56418,6.42142,2.91653,8.96971,4.97082,10.0899,3.26708,12.2322,11.3462,2.66908,11.0743,11.6933,10.1238,2.3375,3.09998,4.23754,Luminal A
7.31024,6.30007,6.99271,1.71066,7.3709,7.12269,2.46955,2.52051,11.5554,2.16305,4.1971,7.14118,7.4201,6.95899,8.73924,6.85026,6.52894,8.49826,2.33317,7.58283,5.74667,7.08407,11.8598,5.25062,7.79742,5.44202,14.0679,1.94029,2.29014,7.15915,4.16605,4.09043,7.09107,3.11229,2.04272,8.18368,10.1485,9.27594,9.61119,10.4505,2.97796,7.9502,8.8835,11.2802,4.96946,4.93609,5.9636,6.32323,4.05328,6.89672,7.41521,7.19624,7.34074,7.04858,2.91596,9.84316,5.43189,9.67167,4.83798,11.9458,13.2722,2.66099,12.0144,11.1327,10.9246,2.34765,3.08111,2.34247,Luminal A
8.18165,7.27493,6.84106,1.70606,6.58078,6.6157,2.46493,2.50525,11.5197,2.61209,7.29387,7.37335,8.30642,7.63293,9.13649,7.83024,7.35919,8.05036,2.69964,8.09435,6.69227,8.63693,9.58993,5.23553,8.8438,6.8447,12.8135,1.92703,2.17538,7.95611,5.35886,4.54356,7.5622,3.32122,2.03385,8.41966,7.41745,4.63862,10.6773,14.6845,2.97564,8.64712,8.76142,9.51229,5.92488,6.19679,7.48926,7.07869,4.04561,6.81915,5.83163,7.62193,8.67314,7.40992,2.9017,13.6345,5.70011,6.97737,7.20361,7.74107,10.9364,2.6515,9.72322,9.96368,9.8227,2.33819,3.11105,2.34768,Luminal B
7.38766,6.19594,5.6124,1.70061,4.34744,4.56009,2.47386,2.51453,11.1449,2.15423,5.12672,7.87868,8.54765,6.26412,8.89155,6.78642,8.29204,8.95429,4.50275,7.34578,5.96644,6.82985,6.55587,4.5984,7.79954,5.46004,8.15213,1.9377,2.17021,7.56708,4.86974,4.93083,5.90082,3.40265,2.02779,7.94836,3.20654,3.59128,7.85613,14.5958,2.95266,8.8216,8.80712,9.46082,5.35916,6.03005,5.89481,8.29386,4.03932,6.77586,2.61847,7.13204,6.44546,8.14796,2.89357,13.4916,5.79209,8.86658,4.93664,10.9884,7.78545,2.65623,9.54383,8.82484,7.14212,2.32966,3.10342,2.31964,Luminal B
6.96242,5.98386,6.43676,1.68263,8.57394,7.96578,2.36177,2.5219,13.4238,1.98102,6.05872,6.31808,7.52225,5.41106,6.54265,6.49085,5.76601,6.56902,2.54773,7.37247,4.70931,6.45701,9.48305,4.80711,6.76436,4.3055,8.44134,1.74609,2.16384,6.75578,3.65426,3.26834,4.90777,3.30777,2.01235,7.27036,8.46128,6.42108,10.0845,10.5164,2.92234,6.26392,7.37395,10.2244,2.64317,4.47582,4.75224,5.11933,4.02081,7.38237,5.20701,7.16197,5.80817,5.5981,2.6152,8.9969,4.42546,8.29402,4.84112,10.02,10.6686,2.59483,10.64,10.1809,10.547,2.08092,3.03982,2.68946,Luminal A
7.25745,4.33161,3.53787,1.70876,5.8193,6.1174,2.4572,2.60408,12.4512,2.15035,4.91204,6.22661,7.68569,4.55905,7.22829,4.13863,6.78126,7.45563,2.66883,7.42445,5.32582,4.73246,6.32674,4.02128,7.08645,5.05886,9.98127,1.75994,2.2292,5.92357,4.38984,3.79319,4.05226,3.40166,2.05437,7.62341,5.73017,3.64646,7.30792,13.537,2.96695,6.03445,7.58482,9.64712,1.94145,2.70914,4.78036,3.21679,4.05965,7.61853,3.36268,7.66547,7.00349,6.08413,2.71046,10.9882,4.44161,8.87194,4.34529,8.31676,8.08774,2.65939,8.81267,8.94487,8.30366,2.13165,3.15885,2.7937,Luminal B
7.54377,7.1913,5.67915,1.71161,4.02402,6.09983,2.50301,2.63084,10.6275,2.8331,5.52174,9.00541,9.43303,8.56698,9.42085,4.16264,6.88951,9.48071,2.73994,7.77213,7.48753,7.71086,7.27592,6.2481,8.329,5.52459,10.0699,1.75667,2.24157,9.04205,7.01879,6.04869,7.46823,3.74498,2.061,10.138,6.84019,4.19658,9.35109,15.0499,2.97588,9.20278,9.70921,10.5995,6.04078,5.20283,7.27226,8.40861,4.05688,7.63354,2.26614,7.99882,8.17598,8.71912,2.72807,13.9881,6.96682,9.9614,7.30273,5.74633,11.4894,2.68658,9.66466,9.55846,9.02597,2.19122,3.17545,2.81234,Luminal B
7.41607,5.25207,4.06113,1.71417,8.17374,8.02928,2.49073,2.59571,12.8691,2.22019,4.62738,5.51446,6.71449,3.42026,5.70334,5.35588,5.02478,6.97197,2.52867,7.61188,2.8929,4.76711,8.22404,4.02929,6.56627,3.32119,12.457,1.67706,2.21821,6.97704,2.4351,2.86642,3.5835,3.35805,2.06838,6.81709,9.93379,8.66898,9.84574,9.33336,2.99022,5.19082,7.26245,10.2031,1.97952,3.85876,4.72846,4.71821,4.04383,8.36595,6.84322,6.75489,5.18727,5.80129,2.7363,7.96173,4.22746,9.60892,3.24979,11.2946,12.7866,2.65283,10.5199,9.54066,10.3555,2.15715,3.139,2.854,Luminal A
5.83454,4.63907,3.21072,1.71187,6.36114,6.33463,2.43576,2.58798,12.4676,2.21719,2.34942,3.55582,4.40601,2.34442,3.7818,3.61407,6.16245,4.8071,1.85347,6.04802,2.76645,3.78896,8.25895,3.21133,3.71247,2.5074,12.1623,1.67213,2.23025,5.45184,1.72756,2.79796,2.64001,2.3045,2.05487,4.92804,9.84956,8.86768,10.1172,10.6452,2.98198,3.22274,2.83174,10.7716,1.91771,2.76662,3.06953,2.33072,4.04692,7.73542,6.66203,5.28565,3.17449,3.77579,2.72795,8.80737,2.81194,10.0294,2.38652,10.6809,11.9918,2.64502,11.1737,10.113,11.5299,2.49952,3.13325,2.76926,Luminal A
8.83376,7.44651,7.39922,1.70652,4.14653,4.89412,2.42941,2.57268,10.4086,5.49502,6.09656,9.89494,8.82392,8.47854,10.6985,9.23565,8.65515,9.96785,6.32666,9.06945,7.54968,8.06776,7.73439,6.85923,10.0515,8.18743,12.0019,1.66515,2.21254,9.70534,6.75462,6.79183,8.31145,5.22654,2.04578,11.0584,8.7166,7.25609,9.33105,14.3537,2.97936,10.5751,10.9721,10.4886,7.77393,8.12366,8.81865,9.42498,4.04125,7.3397,2.28436,8.06206,9.77155,9.80056,2.71504,13.9793,6.75572,7.23868,8.94388,8.83298,11.8925,2.64075,10.0042,9.98311,10.2404,2.14146,3.1472,2.75799,Luminal B
6.88277,5.48167,3.26687,1.7077,8.18526,8.27669,2.44773,2.54738,12.016,2.12899,2.28381,3.88028,6.0764,3.13387,4.9283,2.85019,3.98266,5.71444,2.64765,7.28715,4.07395,4.31279,9.71333,4.56001,5.69776,3.6672,12.4154,1.81542,2.2585,5.62426,1.65083,2.80584,3.06068,2.80146,2.05399,6.08394,8.28085,5.97573,9.90878,10.6116,2.97448,3.16632,4.74384,10.2887,1.68614,2.84122,3.91734,3.84367,4.05022,7.3991,7.46443,6.79144,3.92153,5.15418,2.87418,9.18859,2.98421,8.46611,3.34031,10.6301,10.8903,2.65498,10.3344,10.5805,11.4788,2.23915,3.09862,2.54411,Luminal A
6.837,5.03355,3.68653,1.70543,7.15439,6.86099,2.44436,2.54045,12.2615,2.12879,5.79731,5.06838,7.49312,3.04894,6.63602,2.84992,6.76229,5.8914,2.59116,6.77028,4.23822,4.22652,6.85312,4.29209,5.44891,3.1532,12.6249,1.80458,2.19686,4.57029,1.65017,2.73079,3.05752,1.80565,2.03893,6.36542,9.76701,8.27791,9.45674,9.97232,2.97506,4.15598,5.60413,10.026,2.11019,2.64271,4.41216,3.61235,4.05573,7.5107,5.7689,5.73668,3.64583,4.55283,2.84354,8.17482,4.20046,9.21236,3.2731,7.91572,13.1736,2.64562,10.0921,11.1628,10.3218,2.26857,3.09169,2.55692,Luminal A
7.29371,5.11008,6.28098,1.70599,3.11103,3.33979,2.44527,2.53892,12.0015,4.60112,6.89441,8.34833,9.37129,8.12828,9.63639,7.74306,7.09484,9.58425,5.35873,7.615,7.42877,7.64204,7.87675,8.26979,9.07284,7.61792,11.9883,1.81384,2.20505,9.04264,6.67892,5.87592,8.28829,3.84934,2.04075,9.63,7.68981,6.32495,7.97419,14.2027,2.97915,8.29308,9.56641,9.77399,6.98995,5.77173,7.11017,8.48402,4.05858,7.37472,2.51334,8.63368,8.06536,8.95223,2.85633,13.6763,6.49369,7.33608,8.4609,6.28442,7.97599,2.64374,9.98722,10.6452,8.64041,2.23459,3.10385,2.53413,Luminal B
7.71122,6.71807,8.33949,1.71285,5.95981,6.46181,2.48766,2.57606,13.5352,2.13448,6.18659,8.28763,8.80304,7.79474,9.67767,8.26212,8.5671,8.80978,3.05643,8.02742,7.12029,6.70877,6.92729,6.78877,8.80378,6.88276,10.3799,1.82096,2.21701,8.46382,5.79537,4.73048,8.07475,3.37326,2.05122,9.44395,8.55331,6.04139,7.55006,13.0598,2.97897,8.83486,10.0061,10.7412,5.39009,7.16076,6.8537,8.16749,4.06458,7.56741,2.65172,8.40553,7.81691,8.36844,2.87277,11.6359,6.12539,9.06962,7.00176,9.57421,10.832,2.65565,10.6591,10.3098,10.0393,2.32908,3.09649,2.54652,Luminal B
7.63877,7.39018,6.3075,1.70014,8.16356,7.72878,2.43721,2.55671,12.1255,3.17298,7.05861,9.08829,8.70757,10.2167,11.1984,8.69121,8.88344,8.89676,3.61648,7.81618,8.19251,8.05533,9.29715,6.09002,9.95644,8.23692,12.2649,1.80031,2.1985,8.91945,7.00157,6.22739,8.95096,3.55273,2.03461,9.62864,8.8465,4.46033,9.41486,14.2135,2.9702,8.44283,9.73175,11.1288,8.06229,7.33508,8.65855,8.47768,4.0568,6.73097,2.27002,7.79287,8.48312,8.62421,2.85093,12.7867,6.69753,8.43965,8.76744,10.6768,10.2042,2.63965,11.2647,9.51558,9.6945,2.22675,3.09964,2.52788,Luminal B
