GABRB2,NPC2,LGALS1,SORD,TOB1,SLC20A2,ZBTB5,ST3GAL5,FGFR2,TG,DIO2,MMP1,CCL21,TFF3,RNF24,TRAPPC6A,HGD,MPPED2,SRPX2,MMRN1,RXRG,TNXA /// TNXB,DLG2,DIO1,OCA2,CDH16,SLC26A4,KCNJ2,FOXE1,CITED1,DPT,ACTN1,ID4,PPAP2B,GPM6A,ADH1B,PRKCQ,TSHR,TPO,PXDN,LRP4,ABR,FAM189A2,TWIST1,IPCEF1,RBM47,BEX1,DEPTOR,CSGALNACT1,LYVE1,CLIC3,LRP1B,GNA14,EPB41L4B,GPR83,BEX2,IER5L,FHDC1,AFAP1L2,PRR15,NMNAT3,IPW /// LOC101930404 /// PWARSN /// SNORD107 /// SNORD115-13 /// SNORD115-26 /// SNORD115-7 /// SNORD116-22 /// SNORD116-28 /// SNORD116-4,ZCCHC12,COL23A1,C16orf89,USP51,LRRK2,GLT1D1,LPAR5,PKHD1L1,RP11-476D10.1,LIPH,RP4-813F11.4,DYNLRB2,BC017398 /// CTD-2314B22.3 /// DQ786293 /// DUXAP10 /// LL22NC03-N64E9.1,OTOS,Class
9.881933434,13.88719549,13.18632599,7.843248312,9.799754271,7.961732753,8.777402788,12.13554849,7.711464307,14.4116363,7.060111599,4.135914579,5.339899921,7.905577575,7.176069664,8.9207034,7.756715465,6.990729075,4.878166185,3.373401452,9.729363539,7.053746104,4.004825656,8.99771418,5.426821604,5.932784096,9.553744832,10.83490175,10.93756383,12.61829879,5.400409531,10.61060435,11.74376816,13.43864245,5.936473545,4.162168811,8.212969911,11.18645818,8.547298669,8.389804902,12.41359813,9.711950439,9.785549538,4.98379534,6.807107245,10.86382816,8.113198764,9.056932415,8.82228598,5.505980978,11.34180323,3.119966463,5.925275232,10.08387319,4.619557707,11.46459361,8.712827407,7.958526846,8.336865544,11.00528291,6.314479454,10.4766414,12.79642896,6.539297556,11.10752261,7.812807046,11.75818124,8.899510095,10.70843883,3.793525659,10.58710229,6.96703631,6.365176619,5.581745174,4.220197115,9.02531736,2
10.1708565,13.72073331,12.06571015,10.28914655,9.967089068,8.16474704,8.676903507,11.47088846,9.091931814,14.49740567,9.903528615,3.577394405,5.616669883,7.415331425,7.114103823,8.516283711,7.430723835,7.199021187,5.140842721,3.305591725,9.203257099,7.576321923,3.961104292,9.675499228,5.669053338,5.802163213,10.72987087,10.16212599,11.24584278,12.59037825,5.734025445,11.09683451,12.68492865,13.5927033,5.20572133,4.013075509,8.551681764,12.10427225,10.09988003,8.77140374,11.90837263,9.700339914,9.715642091,4.224530525,6.806699866,11.38689334,8.009564568,9.994527252,8.776023606,5.095212222,11.91888424,3.349095687,6.697980488,10.78632382,7.359300562,11.10436216,9.034072906,9.077460815,8.905598993,10.90383295,6.534647866,10.81404019,12.7211647,7.560307401,11.31593365,8.201373296,10.72647535,7.831357991,9.70508194,4.497485888,8.764763338,6.509188378,6.18535376,5.970250677,4.415765279,7.02874312,2
9.932658467,13.6751084,12.01797574,10.58786619,10.33196176,8.701790521,8.769339712,11.484227,9.680321028,14.55906549,10.13601032,3.585076919,8.601348568,11.31912702,6.618798054,8.557181395,9.30475953,9.269208634,5.528807465,4.853357883,8.704969669,8.540735754,5.252016182,11.25112104,6.617050078,8.789101851,11.47987117,9.794233652,11.39946722,12.24614184,6.221921174,10.83629019,12.80681612,13.47043656,7.457187394,6.036368217,9.203149841,12.23602855,12.63754252,8.317295913,11.97629186,9.401993784,9.899310099,5.064533446,9.787417911,11.7229083,10.1312385,10.60177626,10.29364579,5.919254034,12.02359435,6.648291773,7.425356783,11.01816761,6.643711596,11.11887267,8.854998411,9.480109856,8.698871303,10.29421815,6.922888788,10.59138322,11.47901099,9.129315949,11.72779646,8.18117193,11.0568699,8.03811804,9.356716359,7.831425968,8.504739784,6.670606432,6.319416076,6.07312793,5.168993802,8.291941539,2
10.94625574,13.63310105,12.26164939,9.730206247,10.32379753,8.289106582,8.410856303,11.45781155,8.421735992,13.40665982,7.771514664,6.380266797,4.741477029,5.058821887,7.21340978,8.009366665,5.741783184,3.462550061,6.124175118,3.310257003,8.242691413,7.09446822,3.905167865,4.437962928,4.659541614,5.898939304,7.074692787,9.051817326,10.54422209,12.82298127,6.228129344,10.51270771,11.69960107,12.16213398,4.285732596,4.10962916,7.933193719,11.19588694,6.592018149,8.571279598,10.70642352,9.621060625,9.165801565,4.94338604,5.39184238,11.30278703,6.634629192,8.019605429,8.850361933,4.939455571,10.6765166,2.773316531,5.056196121,10.88247201,4.776710254,10.43548168,8.774591053,8.237877807,8.238991714,10.59622045,6.935368147,9.438955436,12.02115915,5.933268062,9.005086429,7.651597252,9.431789719,7.802609519,10.46963078,3.354216075,3.674820915,7.98683147,5.327749125,5.120749388,4.334130459,5.749121381,2
11.05696167,13.90609647,11.82962575,10.29989946,9.965229901,8.197759956,8.799077115,11.43516811,9.815580691,14.33030982,8.766435521,3.532124295,7.188725691,7.414948505,6.870029138,8.662311244,5.344633706,8.168602448,4.91360767,3.694985533,9.290362627,7.170266291,4.351122043,7.215341884,5.438367929,5.968667994,10.90502328,9.610559116,10.38951104,11.94159441,5.921217304,10.33411089,11.79860515,13.07422973,8.503443202,4.86054925,8.35510285,11.28462271,7.832532039,7.557006429,11.73214122,8.626674235,9.53254666,4.850575983,6.455672547,11.12872026,8.782141887,9.378152111,9.017835125,5.353385883,11.90192761,3.083933141,6.007816364,10.94117989,6.371634369,11.56657444,8.944919952,9.196688386,9.184489287,10.09852901,6.666727728,10.76212544,12.2948058,6.805221835,10.69442211,8.125944758,11.33939185,7.652880911,9.858788244,5.132314998,8.146132681,7.460054172,6.278423063,5.832866664,3.862058548,5.861306843,2
7.519864072,13.25411564,10.5603672,9.677959109,10.87019454,8.801943309,8.796672504,11.108442,9.163343942,14.66595647,9.748345593,3.985165482,4.807688224,10.64624873,6.59880259,9.161024898,8.929122231,9.596031964,4.312872137,2.975668677,8.458013968,6.732481237,4.164875494,12.332157,5.616883903,6.372036697,11.01132425,7.934453122,11.7611683,9.437559603,5.148488129,10.18370626,12.84179398,13.31215705,7.751149516,4.14621687,9.062067084,11.8938283,13.28698896,8.912240499,10.41722173,8.916636179,10.20568737,4.591265681,7.994611115,11.57804776,10.09888654,9.841529781,10.27690379,6.167351241,11.95203863,6.485863624,8.162191677,11.13182073,6.986287972,10.94524591,7.975065913,8.804864814,8.903715106,9.525245658,6.926809616,10.54989686,12.52491879,7.489435049,12.24554117,8.201200478,11.55489118,8.605391654,9.995237811,10.10548421,8.721335381,6.517064113,6.826453496,6.538157537,4.865470272,8.93502335,2
7.9516848,13.7692874,11.76047904,9.112664455,10.60246669,8.528878928,8.63179352,11.5230627,9.080554271,14.58704362,9.620415963,3.859247202,6.399044993,8.995840769,6.98497241,8.664344819,7.993300926,9.05805148,5.080863036,3.019188984,8.479156407,7.602774041,5.228160615,10.56263981,5.702015259,6.301394684,11.15891745,9.701177066,11.50490147,12.69308366,5.372884521,10.24066635,12.4418379,13.49926643,4.339929677,4.322675012,7.90403187,11.93243583,10.29745196,9.083204176,11.61726186,8.733486808,10.13050893,4.537196154,5.940909254,11.47323372,9.777891519,9.385871353,8.889743686,4.883480251,11.88042754,3.458262456,8.151921795,10.76606417,5.796937463,11.2969408,8.178125795,8.586329494,7.928966887,10.67917445,6.805305298,11.04692184,11.48863285,7.23680573,11.29201638,7.495942943,11.47545158,7.95610113,9.647914889,5.450290621,9.757925647,6.371837572,6.018659265,5.455719725,5.139358555,7.051012205,2
11.74780887,13.57173032,13.00558979,8.595836415,10.17210464,7.986043287,8.878129388,11.39475364,7.842545382,13.71258239,6.121598094,3.844440733,6.976051145,6.777749555,7.486329942,7.632487162,6.949513292,5.440473464,6.505216752,3.884130698,8.751043186,7.233129327,4.055987722,8.351586727,4.491970192,5.802467407,9.188694927,10.55647493,10.26563287,8.514129727,5.804319025,11.23930022,11.49102531,12.3441105,4.703646956,4.870638958,8.012973844,11.16260044,8.080693211,8.883260396,11.0512752,9.855990741,9.079000789,4.793890898,7.095459779,11.10316277,6.128306966,9.697677133,8.905798711,5.354909986,9.507269355,3.163561058,6.67881165,9.968372906,4.81026425,10.35993913,8.421608246,7.145702757,8.2267274,9.886946348,6.34742137,9.335348787,11.16702967,6.278243611,9.194269658,6.741204778,10.98655972,7.564572421,9.798363089,5.411903128,6.986211277,7.114860365,4.801593739,5.285322504,6.843340255,6.429682217,2
10.09394273,13.45923348,12.27633461,8.572124603,10.67760628,7.881674401,8.658654571,11.99921557,8.55109441,14.47196393,8.971716945,3.260279128,6.442727401,6.639438085,6.666782876,8.117605382,6.852855625,7.993453289,4.675179528,3.293222119,9.5472603,8.0701736,3.820153971,9.917179278,5.700287354,5.379363436,10.54990757,10.7196358,10.43801361,11.22418096,6.235425554,10.81435521,12.38515024,13.51048487,5.725352321,3.871856096,7.988539933,11.66665603,9.192006472,8.806893306,12.15635328,9.657220938,9.360043146,5.217149247,6.658606417,11.0108713,7.366026293,10.4741951,7.99776677,4.556243166,10.6292627,2.953101625,6.833064712,9.98147688,4.689462377,10.27194418,8.779573069,8.19855447,8.547575865,10.45922591,6.031402691,10.95935787,12.85329121,7.201114067,11.20215076,7.829963544,12.01671434,8.405584115,10.45793783,3.377710997,9.871001931,7.198756204,5.768790058,5.237186761,3.896912884,7.132789481,2
4.881415435,11.58823301,10.09150999,11.11956192,11.57349474,9.181856096,9.625036941,10.10331007,10.57311916,14.67991906,11.04802744,3.275552043,8.414883065,12.77943562,5.588019309,9.606735481,10.73096785,10.83767555,4.542247595,6.653804971,4.356877507,7.601264281,6.782321042,13.28907381,8.389491939,10.49154217,12.01400135,4.894571083,12.2375447,6.146511645,6.792873721,8.896412542,13.53922258,12.6036537,8.8768195,7.897367178,9.55655115,12.34387227,13.53985705,7.499559539,6.364222269,8.358175416,10.13996637,4.253463755,10.81201883,11.90072418,11.19151158,12.26024267,12.10637114,7.216178872,13.20270682,7.995307079,8.947221172,11.94118772,7.267239235,11.57651215,6.837695233,9.676792053,9.565585762,4.264210556,7.559953859,11.11138643,5.581879715,9.61511698,12.28778639,8.845389772,4.938220244,5.892429542,5.938230468,10.74258882,3.069331395,4.609078775,7.249529399,7.499229381,3.458175925,9.842517125,2
5.662249633,12.15295121,10.82984532,10.09487981,11.15820648,9.190515712,8.86283264,9.893380834,9.288533761,14.39830761,9.832329533,3.403515265,7.739760225,10.56990905,5.980829776,8.570790543,8.675550975,9.550850903,5.057947053,3.877995035,4.169768495,8.148845921,4.612209602,10.8889237,5.912889939,8.940831866,11.2837112,7.874190735,11.09699869,5.892581166,6.942910173,10.34158558,13.14968813,11.82201915,7.367131343,6.245647389,9.605314978,11.9399751,12.60806298,7.913412367,7.217365023,9.070612058,8.978365361,4.519069641,8.324677373,11.53293152,9.069167646,11.00109729,10.11314716,5.419246948,12.63248817,5.964549736,8.180273264,10.85071333,7.238642448,10.26783012,7.876289493,9.444369548,9.036231255,4.217470893,7.585643579,9.446761756,5.398616384,10.05953018,11.58799025,7.29827304,6.570087603,5.281468049,7.797758794,8.560510018,2.993236061,4.481478722,6.534322991,6.248099643,3.676545744,8.507722757,2
10.69548531,13.56311212,12.55938839,8.139395142,9.795754641,8.732838111,8.6726613,11.71659322,7.585911412,13.86432312,7.606576289,4.648853377,8.472098284,8.190635088,7.282138127,7.703882166,7.310967983,6.129722973,5.601327498,4.68583196,9.499677468,7.254326172,3.990774723,8.44481877,5.736867526,6.192060788,10.09187023,11.01459988,10.74985665,10.38938703,6.515633282,10.84975253,11.586995,12.93556539,5.226451652,4.432970588,7.983387694,11.4668552,9.769214095,9.269877083,12.21693013,10.13649577,8.589991353,4.356260321,6.573520066,11.10198176,7.32676121,9.212980203,8.644400736,5.912265257,9.937823561,3.831639946,7.063749759,9.79801046,4.853367138,10.0025243,8.806991136,8.530335289,7.778943518,9.949660915,6.091194367,8.958158856,11.55471646,6.826451761,10.79721818,7.316822508,11.64331877,8.65920469,9.738370824,5.163011255,8.923761714,6.760307336,5.79164615,5.734009798,3.851344153,7.103514377,2
11.07484234,13.54516487,11.81117187,10.70795569,10.63796123,8.626173993,8.631739876,11.42384559,9.642438456,14.41628799,10.12982695,3.578974059,7.163059807,10.94900547,6.603712584,8.552116007,8.583091999,9.046555684,4.811119552,3.51685985,8.092365899,7.852857946,5.086359811,10.21620885,6.042281305,8.191206094,10.7050659,10.40497223,11.34763551,10.53021588,5.689542795,10.55209228,12.65358876,13.3386969,6.943218776,4.413084982,8.537804799,11.71016159,12.09683832,8.164283011,11.88261727,9.442809291,9.706968793,4.724911905,8.80110366,11.34997244,9.387559911,9.640830352,9.594407888,5.26525248,11.53019415,5.581637336,7.321315811,10.89153875,6.212081605,11.1081878,8.364047577,8.872075052,8.90340972,9.614843001,6.551765316,10.49073045,12.69023757,7.914076353,10.89943992,7.913782914,10.70386887,7.188170872,9.41917875,8.225567295,7.571968142,6.855838016,5.83730795,5.788799089,4.223499964,7.831676308,2
9.232000422,13.04437182,12.31762445,8.221214172,10.07913041,7.860312669,8.428953492,11.15509593,7.799313816,13.10375875,8.094552142,3.346948172,8.366652489,7.112032295,6.938443098,7.699372077,6.732307052,6.239668967,5.164942264,3.120710309,7.743287538,7.519639489,3.776720967,8.776329949,4.974274886,5.646727743,9.574069832,10.4692009,9.738267511,9.654682538,6.361414361,11.16223972,11.89440039,11.9296853,4.060017838,4.174452687,7.812892258,10.58315131,9.291339071,8.799372734,10.98894552,9.555807961,7.91408006,4.715528587,7.333639939,11.12941077,6.261888988,10.05050772,8.569508785,5.298169067,9.870318806,3.155204897,6.276146929,9.190204198,4.646163352,9.697307389,8.102178303,8.066500369,7.069033572,7.616655608,5.366697312,9.254845403,8.657056474,6.907372754,9.682099119,6.542073766,11.26803615,7.212720822,8.934431392,4.024105002,6.603913655,6.081503931,4.118424767,5.199080151,7.627534491,7.102066477,2
9.978906885,13.35411678,12.17259559,9.210515665,9.892521725,8.188434005,8.776927776,10.74348764,8.206101544,13.32976141,7.994784767,4.62356997,8.586498208,6.314620964,6.93021984,8.336893832,5.802889599,3.814863854,5.093265656,3.482611743,7.76234547,7.932523732,4.271600456,5.991655968,5.034216355,5.343178853,7.963693976,10.00971778,10.8022422,9.857010993,6.423376432,10.81370029,11.65840104,12.03623527,4.370546638,5.357611695,8.947054498,11.00800504,8.683998136,7.618862047,9.793055072,9.413169436,8.249942005,4.884468386,7.868613302,10.80442455,7.064676121,9.18241679,7.927990531,5.306786822,10.7674687,2.830535235,5.780484915,9.670232996,5.416867803,9.734775629,8.36119497,8.419783795,7.739675583,7.837533425,6.216570867,8.271078344,9.780464349,6.875560799,9.228762593,7.582055732,9.834877602,7.680627967,9.101183529,4.694531577,4.266723858,6.551681937,5.580168336,4.464102689,4.079891465,6.109753393,2
10.98232601,13.67188006,13.03905649,8.033763602,10.0098998,8.333240203,8.456607305,12.25845442,7.71238689,13.83740193,7.06018657,3.505107473,6.5557255,7.766594024,7.292203391,8.478456839,8.470230545,7.4719177,5.077586052,3.312844082,9.186949231,7.688271158,4.023537722,9.802982178,5.651396781,5.855374193,8.999231181,10.81376332,10.59488196,12.59683838,5.792701515,10.37339787,12.02183167,12.85575611,4.958019303,4.669486083,7.713554555,10.10343862,8.363206088,8.744087672,12.68215674,9.549605491,8.833337626,4.750674096,7.312354068,10.86012987,6.886214115,8.672805152,8.362648654,5.536897223,9.593112987,3.558300097,7.179266355,9.292018289,5.399248847,10.7663774,8.879945194,7.632111511,8.684023042,10.04994288,6.367134998,10.15787108,12.87252793,5.609379001,9.901449438,7.472532945,11.58517589,8.64239704,10.4131408,4.910089376,8.997189961,7.727271076,6.070709896,5.349781332,5.622547197,7.529544032,2
10.60880254,13.35292833,12.15526148,7.707298594,10.57033121,8.159722987,8.235675792,11.69323937,8.576034728,13.79572452,8.578938111,3.376525049,5.974566036,8.094571078,7.010340409,7.718058234,6.734609304,6.258415762,5.700580478,2.858026635,8.434748904,7.676244896,3.991355507,9.504360436,5.378152325,5.639173423,9.254830822,11.30356905,10.557666,12.40237402,5.795981638,10.44504614,12.07692231,12.15363576,5.601822429,4.084442164,7.923405281,10.97213607,9.184694071,8.451746412,11.36219037,10.35160311,9.194478746,4.827632231,8.090486439,10.70507477,7.240257553,9.978029858,9.972044482,5.567826065,10.24256391,3.6853299,5.460534074,10.67338727,5.408460203,9.985789211,9.031406948,9.115370821,7.503926916,9.001640478,6.241292039,10.35170002,9.139714926,6.591002703,10.62742557,7.165808539,11.1509027,7.747308004,10.31491402,6.153806386,6.719398422,6.45736942,4.315575957,4.735184211,4.9820212,6.503326699,2
11.17435846,13.6718939,12.50234403,8.824937174,10.31197003,7.926531353,8.766999768,11.86661425,8.781252282,14.04768405,7.001795402,3.157834216,5.77609055,9.763472507,6.682518537,8.721994207,7.32199362,7.732031949,4.564458905,3.081712222,8.964910859,6.923934211,4.25046279,10.76077579,6.065479802,6.475889364,10.52362105,10.9529223,10.88637471,10.62307622,6.019801663,10.03610655,12.40629852,13.04651278,6.623121748,4.974172254,8.141149198,11.24118346,9.297349488,6.729587806,12.00229958,9.486732018,9.532509512,3.908968639,7.049845521,10.9665172,7.242412715,9.425939701,8.950684332,5.423865189,11.13846075,3.540980707,6.987618162,10.62893745,5.459509985,10.59552478,8.299974146,8.07000711,8.626961406,10.97716017,6.512765014,10.45244943,12.75034976,6.606543331,10.4621594,7.651370977,11.26274244,8.114106718,9.722202983,5.162624231,10.04733886,7.616080742,6.398129629,6.160525937,4.806593888,7.350170336,2
11.04811924,13.16297616,11.76479893,8.335619928,10.00554579,6.833638387,8.457433513,10.69086964,8.767862491,14.03253503,7.933890005,3.604179724,7.791068804,9.160523596,7.068761345,7.738938295,5.965113725,7.208826968,5.617250814,3.105078648,6.588264383,8.372132235,4.821763588,9.880668479,5.936701358,6.41835568,8.962038024,8.979574222,10.90426206,9.979309921,5.613905941,10.65500596,12.37185502,11.72837861,5.478477495,5.446459388,8.547282225,11.37112064,9.324129936,9.173914807,9.029875536,9.374851868,9.133457944,5.369197866,7.707165792,10.39041324,7.051114838,9.733689375,9.089743958,5.814391991,10.52779687,3.530483251,6.092269714,10.63671841,6.006523324,9.161482793,8.222439377,8.803691886,8.192163124,8.559248482,6.300225973,10.32541536,8.59381672,6.838480379,10.32425364,7.826496363,8.82059031,7.29174875,9.112994685,7.745281098,3.559774283,6.298398729,4.969636095,5.569421356,4.926077023,7.046295595,2
9.244746305,13.63619527,11.86756119,10.96900719,9.822859039,8.382536866,8.91097861,11.71529412,9.144787019,14.52080515,9.377889248,3.464690249,5.877936743,7.914805049,7.000130523,8.57502621,7.939525285,7.832983874,4.461023552,2.885893117,8.791086556,7.466959707,4.23338118,8.736804985,5.13873382,6.144336015,8.928099452,9.583206529,11.57437052,11.77468792,6.036797134,10.78479005,12.55919721,13.49454218,5.267520346,4.037751498,7.945344805,12.12746149,10.4519564,8.965441312,11.7356352,9.425493568,9.889983911,4.260711776,6.883749825,11.59581191,6.369892914,10.70196048,8.147925444,5.029152435,12.13465494,3.67868348,7.162706787,10.52472957,6.538434021,10.99622646,7.92947807,8.360635791,8.63840349,10.16675762,6.392786984,10.34227459,13.85074986,8.097061762,11.68102507,7.340486055,11.39445696,8.651940694,9.957946817,8.425038792,10.25424043,6.360879384,6.059085305,5.675935945,3.904092443,7.371028853,2
9.247674138,13.53376112,11.59521472,10.30833447,10.13199009,8.519344722,8.551048748,10.95202721,8.471038269,13.69039638,9.728450353,3.983561962,6.540781676,7.369540094,6.626485087,8.260747015,7.614042645,7.988836436,4.857219431,3.258611603,6.505256653,6.879139434,4.529384994,11.17796501,5.822534453,6.032980251,9.960287789,10.4916197,10.82951324,9.63865722,5.970278757,10.38386951,11.86137077,12.0535354,7.253003178,4.080917172,7.660966768,11.40901602,10.60445726,8.928740469,8.200217307,9.519394209,8.450172368,3.735586146,7.619740683,11.4014025,5.858975689,9.94115899,8.975402689,5.506134967,9.442903102,3.323413619,5.782418715,11.02961416,5.430573141,10.15058299,7.505398399,8.478920755,8.083624941,5.583266028,7.216580249,9.185836065,9.353832134,8.161898531,10.46297913,7.018084563,10.24219769,8.29953235,7.594553922,6.653864104,7.398526484,7.141061348,5.070972453,4.879207585,3.611034638,8.935648301,2
10.39103821,13.52310885,11.96078551,9.750228162,10.70870599,8.360485605,8.965465757,10.90248908,8.659676414,14.35775326,9.142298219,4.871006161,9.703252598,10.07057336,6.357436094,8.902456162,8.171030902,9.113505063,4.491939538,5.50729136,8.140310731,7.750519102,5.559923523,12.28506137,6.581214552,7.204675972,11.22660832,8.948615213,10.75430651,10.65606769,7.040530049,9.787314176,12.7227157,12.85448808,7.337969474,6.576740529,8.558386102,11.64182445,11.15173069,7.71173631,10.95688062,8.906569393,9.717237263,4.171140333,8.541739325,11.36442426,8.893278022,10.58829791,9.851729322,6.333494338,11.36352041,4.461570659,7.622744878,10.71691946,6.208237187,11.01967856,7.567205453,8.601156328,8.417200636,9.501035997,6.811493242,10.57380684,12.41988449,7.857582516,10.56089333,7.305717413,10.65354668,7.859305949,9.638028149,7.808841722,9.088836498,5.913181226,6.149236051,6.433948652,4.17123291,7.601283781,2
8.937802428,13.66263482,12.31471624,9.4595657,9.844872225,8.524289042,8.666963421,11.91666496,8.201140109,14.21529456,8.525779004,3.504134867,8.009840836,8.485313294,7.167658821,8.557489677,7.75069493,7.663603679,5.113476325,4.007702857,8.713908655,7.423356709,4.282386256,8.189003852,5.900617325,5.945540263,10.71046308,10.48915061,11.09832677,11.6064413,6.771510146,10.59922065,12.3802846,13.36497992,7.022970844,5.795642882,8.032599323,12.02093604,10.73438531,9.28873017,12.39875247,9.388452005,9.191931196,5.292543476,6.815790273,11.15378803,8.094282566,9.988502107,8.25663633,6.095918256,10.95197134,3.466384322,6.864825421,10.30912087,5.469878301,10.71192693,7.901508843,8.304345375,8.216720136,10.91871863,6.366371793,10.25332822,12.92164667,7.127653787,11.18815733,7.417539253,11.89299032,8.530629302,10.11795262,6.888962938,9.759181821,6.792957842,6.048660735,5.647500918,3.926106076,8.028186366,2
9.93980418,13.43580911,12.68084215,7.926440227,9.862001629,7.425745432,8.460256194,11.86284055,7.980819941,14.16077558,8.506753454,4.538607149,6.211947636,6.550193141,7.009373334,7.727682531,6.623027566,6.726260422,6.189453503,4.151999552,8.170633636,8.567813583,4.004899593,7.357394067,4.571253732,5.013602813,8.505346564,10.44823895,10.53963276,11.95724681,5.66189796,11.39139251,12.30220131,13.25566193,4.156156504,7.111079209,7.899485476,11.74461898,9.231833109,9.666197282,11.97415207,9.968789404,9.280160814,5.21170958,6.628831169,10.23864418,6.810371735,9.764002027,8.209479463,5.494914716,11.06904196,3.015178733,5.098725376,9.575412022,5.180868111,10.07195122,8.298799892,7.813540907,8.623414198,9.971318689,6.138877538,10.65229256,11.40354079,7.3931829,10.50695437,7.859877971,11.31891118,8.505290471,9.731896268,3.563173483,8.418823392,6.162950934,4.986226381,5.724885924,7.109844042,7.45819038,2
9.943311546,13.68022166,12.47238705,9.012348139,10.65209394,7.733103101,8.790307034,11.93419289,8.539324251,13.93822191,9.098352274,4.700013864,5.462728003,7.632042019,6.793059372,8.330206708,7.260305773,7.636313845,4.796177352,2.650019869,9.222294038,6.702300574,4.342566147,9.842982336,5.75375099,6.181986983,10.87845002,10.45290438,10.69251589,11.35020833,5.924722217,9.93834994,12.2721759,12.81392606,6.895356958,4.345740294,8.11691875,11.04256816,9.304883877,7.74330011,11.78954488,8.985018238,9.074018848,4.626926092,6.785732751,11.31401144,7.086431607,9.851668177,7.999843744,5.38804417,10.94396006,2.945222916,6.865594869,10.71653969,5.261363397,11.31255088,8.267717116,8.044007716,8.325603602,10.91402177,6.653954678,10.7890938,12.38896418,6.232399409,10.16916047,7.645570202,11.67347995,7.948388337,9.837303549,4.22220048,10.24289126,7.111644141,6.467365507,6.606373434,4.120721662,6.789191158,2
8.253850423,13.51888075,11.75907049,10.20317515,9.816365697,8.679545934,8.902140579,10.54522592,8.612256922,14.14057964,9.687424514,5.471715412,6.981100087,6.945123354,7.196350487,8.156221649,6.900996347,6.443277419,5.158903332,3.297111345,8.639073047,7.331053949,4.351212818,8.146533953,5.759309711,5.736778015,10.89135679,10.39810713,10.37847918,11.01506473,7.095763865,10.63055575,12.06357096,13.0154628,4.841259116,5.339118148,8.959734499,11.91211382,10.54902077,8.007346845,11.19160999,9.253937027,8.608705224,4.824266113,6.962602483,11.42161023,8.311744469,9.855928463,8.259372986,4.606065173,11.61834016,3.207611844,6.355525061,10.31201637,5.99114015,10.68665353,8.362317164,9.009508998,8.150447347,8.609387558,6.663906945,9.660793281,10.41906597,8.333864177,10.74016811,7.511248877,10.31254315,8.163731002,8.714540462,4.617881022,5.774632435,5.998384446,5.740070252,5.709819669,3.865899148,7.257703192,2
